Column 0,Date,Hospital,Asthma Related Admissions,OZONE,PM10,PM2.5
2814,10/28/2016 12:00:00 AM,The Allen Hospital,43,24,5,20
2815,10/29/2016 12:00:00 AM,The Allen Hospital,57,32,13,36
2816,10/30/2016 12:00:00 AM,The Allen Hospital,39,39,17,56
2817,10/31/2016 12:00:00 AM,The Allen Hospital,39,26,5,20
2818,11/1/2016 12:00:00 AM,The Allen Hospital,53,31,12,39
2819,11/2/2016 12:00:00 AM,The Allen Hospital,34,21,23,52
2820,11/3/2016 12:00:00 AM,The Allen Hospital,27,30,28,60
2821,11/4/2016 12:00:00 AM,The Allen Hospital,8,31,6,24
2822,11/5/2016 12:00:00 AM,The Allen Hospital,7,29,9,34
2823,11/6/2016 12:00:00 AM,The Allen Hospital,42,28,6,26
2824,11/7/2016 12:00:00 AM,The Allen Hospital,18,23,7,29
2825,11/8/2016 12:00:00 AM,The Allen Hospital,22,24,19,47
2826,11/9/2016 12:00:00 AM,The Allen Hospital,50,19,16,56
2827,11/10/2016 12:00:00 AM,The Allen Hospital,47,26,6,24
2828,11/11/2016 12:00:00 AM,The Allen Hospital,34,31,9,31
2829,11/12/2016 12:00:00 AM,The Allen Hospital,19,32,6,25
2830,11/13/2016 12:00:00 AM,The Allen Hospital,6,36,9,45
2831,11/14/2016 12:00:00 AM,The Allen Hospital,1,26,20,53
2832,11/15/2016 12:00:00 AM,The Allen Hospital,4,26,10,41
2833,11/16/2016 12:00:00 AM,The Allen Hospital,16,33,17,53
2834,11/17/2016 12:00:00 AM,The Allen Hospital,29,31,15,54
2835,11/18/2016 12:00:00 AM,The Allen Hospital,23,22,14,62
2836,11/19/2016 12:00:00 AM,The Allen Hospital,9,29,15,45
2837,11/20/2016 12:00:00 AM,The Allen Hospital,33,39,NA,18
2838,11/21/2016 12:00:00 AM,The Allen Hospital,5,35,2,23
2839,11/22/2016 12:00:00 AM,The Allen Hospital,15,31,3,33
2840,11/23/2016 12:00:00 AM,The Allen Hospital,0,31,6,33
2841,11/24/2016 12:00:00 AM,The Allen Hospital,0,20,9,40
2842,11/25/2016 12:00:00 AM,The Allen Hospital,1,7,27,70
2843,11/26/2016 12:00:00 AM,The Allen Hospital,11,19,10,42
2844,11/27/2016 12:00:00 AM,The Allen Hospital,16,35,4,29
2845,11/28/2016 12:00:00 AM,The Allen Hospital,14,31,14,45
2846,11/29/2016 12:00:00 AM,The Allen Hospital,18,33,12,37
2847,11/30/2016 12:00:00 AM,The Allen Hospital,18,24,15,49
2848,12/1/2016 12:00:00 AM,The Allen Hospital,1,24,6,27
2849,12/2/2016 12:00:00 AM,The Allen Hospital,4,23,5,35
2850,12/3/2016 12:00:00 AM,The Allen Hospital,13,42,4,31
2851,12/4/2016 12:00:00 AM,The Allen Hospital,9,39,4,36
2852,12/5/2016 12:00:00 AM,The Allen Hospital,9,19,8,41
2853,12/6/2016 12:00:00 AM,The Allen Hospital,9,25,9,44
2854,12/7/2016 12:00:00 AM,The Allen Hospital,16,15,9,59
2855,12/8/2016 12:00:00 AM,The Allen Hospital,9,26,13,58
2856,12/9/2016 12:00:00 AM,The Allen Hospital,8,31,7,35
2857,12/10/2016 12:00:00 AM,The Allen Hospital,7,29,7,42
2858,12/11/2016 12:00:00 AM,The Allen Hospital,1,19,12,38
2859,12/12/2016 12:00:00 AM,The Allen Hospital,12,17,13,52
2860,12/13/2016 12:00:00 AM,The Allen Hospital,13,17,16,54
2861,12/14/2016 12:00:00 AM,The Allen Hospital,16,26,17,51
2862,12/15/2016 12:00:00 AM,The Allen Hospital,11,31,9,45
2863,12/16/2016 12:00:00 AM,The Allen Hospital,13,24,14,49
2864,12/17/2016 12:00:00 AM,The Allen Hospital,5,9,13,49
2865,12/18/2016 12:00:00 AM,The Allen Hospital,10,30,11,57
2866,12/19/2016 12:00:00 AM,The Allen Hospital,24,33,5,38
2867,12/20/2016 12:00:00 AM,The Allen Hospital,0,20,17,43
2868,12/21/2016 12:00:00 AM,The Allen Hospital,1,13,24,62
2869,12/22/2016 12:00:00 AM,The Allen Hospital,8,23,21,57
2870,12/23/2016 12:00:00 AM,The Allen Hospital,1,29,13,50
2871,12/24/2016 12:00:00 AM,The Allen Hospital,19,25,14,53
2872,12/25/2016 12:00:00 AM,The Allen Hospital,2,31,6,49
2873,12/26/2016 12:00:00 AM,The Allen Hospital,1,27,9,41
2874,12/27/2016 12:00:00 AM,The Allen Hospital,12,27,NA,44
2875,12/28/2016 12:00:00 AM,The Allen Hospital,25,25,NA,42
2876,12/29/2016 12:00:00 AM,The Allen Hospital,1,22,11,44
2877,12/30/2016 12:00:00 AM,The Allen Hospital,5,25,6,45
2878,12/31/2016 12:00:00 AM,The Allen Hospital,24,29,9,42
2879,1/1/2017 12:00:00 AM,The Allen Hospital,19,31,10,59
2880,1/2/2017 12:00:00 AM,The Allen Hospital,32,27,11,57
2881,1/3/2017 12:00:00 AM,The Allen Hospital,9,28,4,43
2882,1/4/2017 12:00:00 AM,The Allen Hospital,23,30,9,46
2883,1/5/2017 12:00:00 AM,The Allen Hospital,21,29,10,49
2884,1/6/2017 12:00:00 AM,The Allen Hospital,29,29,13,52
2885,1/7/2017 12:00:00 AM,The Allen Hospital,4,27,10,53
2886,1/8/2017 12:00:00 AM,The Allen Hospital,11,31,9,54
2887,1/9/2017 12:00:00 AM,The Allen Hospital,21,19,14,50
2888,1/10/2017 12:00:00 AM,The Allen Hospital,24,26,19,53
2889,1/11/2017 12:00:00 AM,The Allen Hospital,18,20,17,52
2890,1/12/2017 12:00:00 AM,The Allen Hospital,9,24,15,56
2891,1/13/2017 12:00:00 AM,The Allen Hospital,31,35,9,44
2892,1/14/2017 12:00:00 AM,The Allen Hospital,12,29,9,44
2893,1/15/2017 12:00:00 AM,The Allen Hospital,26,30,16,52
2894,1/16/2017 12:00:00 AM,The Allen Hospital,4,19,28,59
2895,1/17/2017 12:00:00 AM,The Allen Hospital,8,24,33,74
2896,1/18/2017 12:00:00 AM,The Allen Hospital,5,26,6,53
2897,1/19/2017 12:00:00 AM,The Allen Hospital,2,21,8,50
2898,1/20/2017 12:00:00 AM,The Allen Hospital,31,20,12,56
2899,1/21/2017 12:00:00 AM,The Allen Hospital,18,8,22,63
2900,1/22/2017 12:00:00 AM,The Allen Hospital,16,23,20,62
2901,1/23/2017 12:00:00 AM,The Allen Hospital,16,33,6,38
2902,1/24/2017 12:00:00 AM,The Allen Hospital,24,31,2,31
2903,1/25/2017 12:00:00 AM,The Allen Hospital,2,29,9,39
2904,1/26/2017 12:00:00 AM,The Allen Hospital,12,21,12,59
2905,1/27/2017 12:00:00 AM,The Allen Hospital,10,23,5,39
2906,1/28/2017 12:00:00 AM,The Allen Hospital,9,25,5,37
2907,1/29/2017 12:00:00 AM,The Allen Hospital,1,32,9,49
2908,1/30/2017 12:00:00 AM,The Allen Hospital,19,34,7,35
2909,1/31/2017 12:00:00 AM,The Allen Hospital,31,27,11,62
2910,2/1/2017 12:00:00 AM,The Allen Hospital,5,31,14,41
2911,2/2/2017 12:00:00 AM,The Allen Hospital,11,33,10,37
2912,2/3/2017 12:00:00 AM,The Allen Hospital,4,34,12,44
2913,2/4/2017 12:00:00 AM,The Allen Hospital,14,36,10,43
2914,2/5/2017 12:00:00 AM,The Allen Hospital,8,31,18,52
2915,2/6/2017 12:00:00 AM,The Allen Hospital,13,35,19,55
2916,2/7/2017 12:00:00 AM,The Allen Hospital,8,23,24,68
2917,2/8/2017 12:00:00 AM,The Allen Hospital,7,28,21,58
2918,2/9/2017 12:00:00 AM,The Allen Hospital,20,35,5,34
2919,2/10/2017 12:00:00 AM,The Allen Hospital,11,35,10,38
2920,2/11/2017 12:00:00 AM,The Allen Hospital,19,19,28,62
2921,2/13/2016 12:00:00 AM,Weill Cornell Medical Center,19,34,13,54
2922,2/14/2016 12:00:00 AM,Weill Cornell Medical Center,13,26,6,41
2923,2/15/2016 12:00:00 AM,Weill Cornell Medical Center,2,19,16,62
2924,2/16/2016 12:00:00 AM,Weill Cornell Medical Center,9,35,15,52
2925,2/17/2016 12:00:00 AM,Weill Cornell Medical Center,20,26,9,45
2926,2/18/2016 12:00:00 AM,Weill Cornell Medical Center,26,35,10,31
2927,2/19/2016 12:00:00 AM,Weill Cornell Medical Center,31,28,13,43
2928,2/20/2016 12:00:00 AM,Weill Cornell Medical Center,5,35,13,59
2929,2/21/2016 12:00:00 AM,Weill Cornell Medical Center,10,33,8,52
2930,2/22/2016 12:00:00 AM,Weill Cornell Medical Center,17,32,6,30
2931,2/23/2016 12:00:00 AM,Weill Cornell Medical Center,2,33,5,55
2932,2/24/2016 12:00:00 AM,Weill Cornell Medical Center,1,30,5,33
2933,2/25/2016 12:00:00 AM,Weill Cornell Medical Center,10,31,NA,42
2934,2/26/2016 12:00:00 AM,Weill Cornell Medical Center,12,35,3,32
2935,2/27/2016 12:00:00 AM,Weill Cornell Medical Center,19,35,6,51
2936,2/28/2016 12:00:00 AM,Weill Cornell Medical Center,6,37,14,59
2937,2/29/2016 12:00:00 AM,Weill Cornell Medical Center,7,33,15,50
2938,3/1/2016 12:00:00 AM,Weill Cornell Medical Center,19,40,12,41
2939,3/2/2016 12:00:00 AM,Weill Cornell Medical Center,8,34,10,54
2940,3/3/2016 12:00:00 AM,Weill Cornell Medical Center,27,33,6,34
2941,3/4/2016 12:00:00 AM,Weill Cornell Medical Center,2,32,13,43
2942,3/5/2016 12:00:00 AM,Weill Cornell Medical Center,7,35,8,36
2943,3/6/2016 12:00:00 AM,Weill Cornell Medical Center,23,38,10,47
2944,3/7/2016 12:00:00 AM,Weill Cornell Medical Center,7,31,29,65
2945,3/8/2016 12:00:00 AM,Weill Cornell Medical Center,2,35,38,76
2946,3/9/2016 12:00:00 AM,Weill Cornell Medical Center,15,31,51,82
2947,3/10/2016 12:00:00 AM,Weill Cornell Medical Center,18,44,28,68
2948,3/11/2016 12:00:00 AM,Weill Cornell Medical Center,8,31,7,20
2949,3/12/2016 12:00:00 AM,Weill Cornell Medical Center,23,26,9,26
2950,3/13/2016 12:00:00 AM,Weill Cornell Medical Center,4,39,12,35
2951,3/14/2016 12:00:00 AM,Weill Cornell Medical Center,10,35,10,23
2952,3/15/2016 12:00:00 AM,Weill Cornell Medical Center,8,33,6,42
2953,3/16/2016 12:00:00 AM,Weill Cornell Medical Center,29,29,21,44
2954,3/17/2016 12:00:00 AM,Weill Cornell Medical Center,31,39,12,29
2955,3/18/2016 12:00:00 AM,Weill Cornell Medical Center,21,37,6,38
2956,3/19/2016 12:00:00 AM,Weill Cornell Medical Center,9,37,3,23
2957,3/20/2016 12:00:00 AM,Weill Cornell Medical Center,6,40,7,23
2958,3/21/2016 12:00:00 AM,Weill Cornell Medical Center,13,40,8,27
2959,3/22/2016 12:00:00 AM,Weill Cornell Medical Center,0,42,13,31
2960,3/23/2016 12:00:00 AM,Weill Cornell Medical Center,7,58,20,55
2961,3/24/2016 12:00:00 AM,Weill Cornell Medical Center,5,42,19,53
2962,3/25/2016 12:00:00 AM,Weill Cornell Medical Center,26,42,25,55
2963,3/26/2016 12:00:00 AM,Weill Cornell Medical Center,28,35,6,21
2964,3/27/2016 12:00:00 AM,Weill Cornell Medical Center,16,39,9,22
2965,3/28/2016 12:00:00 AM,Weill Cornell Medical Center,4,40,4,21
2966,3/29/2016 12:00:00 AM,Weill Cornell Medical Center,5,44,2,24
2967,3/30/2016 12:00:00 AM,Weill Cornell Medical Center,5,44,13,33
2968,3/31/2016 12:00:00 AM,Weill Cornell Medical Center,0,49,26,49
2969,4/1/2016 12:00:00 AM,Weill Cornell Medical Center,5,45,14,48
2970,4/2/2016 12:00:00 AM,Weill Cornell Medical Center,24,37,8,23
2971,4/3/2016 12:00:00 AM,Weill Cornell Medical Center,20,40,3,25
2972,4/4/2016 12:00:00 AM,Weill Cornell Medical Center,4,31,8,46
2973,4/5/2016 12:00:00 AM,Weill Cornell Medical Center,23,40,9,32
2974,4/6/2016 12:00:00 AM,Weill Cornell Medical Center,19,46,13,24
2975,4/7/2016 12:00:00 AM,Weill Cornell Medical Center,21,43,12,25
2976,4/8/2016 12:00:00 AM,Weill Cornell Medical Center,8,38,5,37
2977,4/9/2016 12:00:00 AM,Weill Cornell Medical Center,2,36,8,41
2978,4/10/2016 12:00:00 AM,Weill Cornell Medical Center,11,40,9,27
2979,4/11/2016 12:00:00 AM,Weill Cornell Medical Center,28,44,22,44
2980,4/12/2016 12:00:00 AM,Weill Cornell Medical Center,28,36,13,37
2981,4/13/2016 12:00:00 AM,Weill Cornell Medical Center,11,39,7,25
2982,4/14/2016 12:00:00 AM,Weill Cornell Medical Center,6,39,8,30
2983,4/15/2016 12:00:00 AM,Weill Cornell Medical Center,14,42,8,32
2984,4/16/2016 12:00:00 AM,Weill Cornell Medical Center,6,46,6,27
2985,4/17/2016 12:00:00 AM,Weill Cornell Medical Center,9,50,12,38
2986,4/18/2016 12:00:00 AM,Weill Cornell Medical Center,3,74,21,42
2987,4/19/2016 12:00:00 AM,Weill Cornell Medical Center,10,51,17,30
2988,4/20/2016 12:00:00 AM,Weill Cornell Medical Center,24,49,9,17
2989,4/21/2016 12:00:00 AM,Weill Cornell Medical Center,16,71,22,52
2990,4/22/2016 12:00:00 AM,Weill Cornell Medical Center,1,74,36,86
2991,4/23/2016 12:00:00 AM,Weill Cornell Medical Center,7,39,11,31
2992,4/24/2016 12:00:00 AM,Weill Cornell Medical Center,5,47,6,21
2993,4/25/2016 12:00:00 AM,Weill Cornell Medical Center,13,47,17,44
2994,4/26/2016 12:00:00 AM,Weill Cornell Medical Center,28,33,19,44
2995,4/27/2016 12:00:00 AM,Weill Cornell Medical Center,0,35,11,19
2996,4/28/2016 12:00:00 AM,Weill Cornell Medical Center,9,45,11,22
2997,4/29/2016 12:00:00 AM,Weill Cornell Medical Center,10,43,13,23
2998,4/30/2016 12:00:00 AM,Weill Cornell Medical Center,28,48,10,22
2999,5/1/2016 12:00:00 AM,Weill Cornell Medical Center,23,38,5,14
3000,5/2/2016 12:00:00 AM,Weill Cornell Medical Center,17,31,19,47
3001,5/3/2016 12:00:00 AM,Weill Cornell Medical Center,25,29,7,19
3002,5/4/2016 12:00:00 AM,Weill Cornell Medical Center,2,28,5,14
3003,5/5/2016 12:00:00 AM,Weill Cornell Medical Center,7,29,4,21
3004,5/6/2016 12:00:00 AM,Weill Cornell Medical Center,4,28,6,17
3005,5/7/2016 12:00:00 AM,Weill Cornell Medical Center,7,25,7,19
3006,5/8/2016 12:00:00 AM,Weill Cornell Medical Center,4,37,8,21
3007,5/9/2016 12:00:00 AM,Weill Cornell Medical Center,4,47,14,40
3008,5/10/2016 12:00:00 AM,Weill Cornell Medical Center,28,35,10,21
3009,5/11/2016 12:00:00 AM,Weill Cornell Medical Center,17,44,18,48
3010,5/12/2016 12:00:00 AM,Weill Cornell Medical Center,30,97,26,54
3011,5/13/2016 12:00:00 AM,Weill Cornell Medical Center,23,34,24,69
3012,5/14/2016 12:00:00 AM,Weill Cornell Medical Center,31,49,11,61
3013,5/15/2016 12:00:00 AM,Weill Cornell Medical Center,4,30,3,27
3014,5/16/2016 12:00:00 AM,Weill Cornell Medical Center,5,41,8,47
3015,5/17/2016 12:00:00 AM,Weill Cornell Medical Center,19,38,14,64
3016,5/18/2016 12:00:00 AM,Weill Cornell Medical Center,3,42,10,59
3017,5/19/2016 12:00:00 AM,Weill Cornell Medical Center,25,45,16,65
3018,5/20/2016 12:00:00 AM,Weill Cornell Medical Center,11,48,12,28
3019,5/21/2016 12:00:00 AM,Weill Cornell Medical Center,23,44,16,34
3020,5/22/2016 12:00:00 AM,Weill Cornell Medical Center,12,48,9,22
3021,5/23/2016 12:00:00 AM,Weill Cornell Medical Center,26,58,15,31
3022,5/24/2016 12:00:00 AM,Weill Cornell Medical Center,16,38,12,39
3023,5/25/2016 12:00:00 AM,Weill Cornell Medical Center,6,151,24,66
3024,5/26/2016 12:00:00 AM,Weill Cornell Medical Center,19,133,28,67
3025,5/27/2016 12:00:00 AM,Weill Cornell Medical Center,0,101,39,74
3026,5/28/2016 12:00:00 AM,Weill Cornell Medical Center,33,112,26,58
3027,5/29/2016 12:00:00 AM,Weill Cornell Medical Center,28,74,13,34
3028,5/30/2016 12:00:00 AM,Weill Cornell Medical Center,31,37,NA,19
3029,5/31/2016 12:00:00 AM,Weill Cornell Medical Center,41,64,NA,34
3030,6/1/2016 12:00:00 AM,Weill Cornell Medical Center,29,54,15,41
3031,6/2/2016 12:00:00 AM,Weill Cornell Medical Center,10,44,13,33
3032,6/3/2016 12:00:00 AM,Weill Cornell Medical Center,0,24,14,37
3033,6/4/2016 12:00:00 AM,Weill Cornell Medical Center,16,71,18,50
3034,6/5/2016 12:00:00 AM,Weill Cornell Medical Center,29,35,3,18
3035,6/6/2016 12:00:00 AM,Weill Cornell Medical Center,29,71,8,26
3036,6/7/2016 12:00:00 AM,Weill Cornell Medical Center,11,71,11,37
3037,6/8/2016 12:00:00 AM,Weill Cornell Medical Center,24,28,5,17
3038,6/9/2016 12:00:00 AM,Weill Cornell Medical Center,47,42,8,12
3039,6/10/2016 12:00:00 AM,Weill Cornell Medical Center,33,42,7,16
3040,6/11/2016 12:00:00 AM,Weill Cornell Medical Center,19,101,20,55
3041,6/12/2016 12:00:00 AM,Weill Cornell Medical Center,3,46,15,34
3042,6/13/2016 12:00:00 AM,Weill Cornell Medical Center,16,29,3,27
3043,6/14/2016 12:00:00 AM,Weill Cornell Medical Center,26,40,6,23
3044,6/15/2016 12:00:00 AM,Weill Cornell Medical Center,4,87,12,38
3045,6/16/2016 12:00:00 AM,Weill Cornell Medical Center,47,44,21,54
3046,6/17/2016 12:00:00 AM,Weill Cornell Medical Center,24,50,16,36
3047,6/18/2016 12:00:00 AM,Weill Cornell Medical Center,11,84,11,32
3048,6/19/2016 12:00:00 AM,Weill Cornell Medical Center,26,84,16,35
3049,6/20/2016 12:00:00 AM,Weill Cornell Medical Center,37,71,18,39
3050,6/21/2016 12:00:00 AM,Weill Cornell Medical Center,3,90,15,42
3051,6/22/2016 12:00:00 AM,Weill Cornell Medical Center,16,54,15,45
3052,6/23/2016 12:00:00 AM,Weill Cornell Medical Center,44,64,25,57
3053,6/24/2016 12:00:00 AM,Weill Cornell Medical Center,35,87,20,55
3054,6/25/2016 12:00:00 AM,Weill Cornell Medical Center,46,77,14,37
3055,6/26/2016 12:00:00 AM,Weill Cornell Medical Center,12,115,15,45
3056,6/27/2016 12:00:00 AM,Weill Cornell Medical Center,44,49,18,47
3057,6/28/2016 12:00:00 AM,Weill Cornell Medical Center,25,36,11,41
3058,6/29/2016 12:00:00 AM,Weill Cornell Medical Center,37,54,10,30
3059,6/30/2016 12:00:00 AM,Weill Cornell Medical Center,5,58,12,27
3060,7/1/2016 12:00:00 AM,Weill Cornell Medical Center,0,44,15,33
3061,7/2/2016 12:00:00 AM,Weill Cornell Medical Center,20,32,9,20
3062,7/3/2016 12:00:00 AM,Weill Cornell Medical Center,12,44,11,29
3063,7/4/2016 12:00:00 AM,Weill Cornell Medical Center,8,64,18,50
3064,7/5/2016 12:00:00 AM,Weill Cornell Medical Center,28,44,NA,22
3065,7/6/2016 12:00:00 AM,Weill Cornell Medical Center,33,115,16,52
3066,7/7/2016 12:00:00 AM,Weill Cornell Medical Center,37,80,23,57
3067,7/8/2016 12:00:00 AM,Weill Cornell Medical Center,0,50,17,46
3068,7/9/2016 12:00:00 AM,Weill Cornell Medical Center,5,23,10,17
3069,7/10/2016 12:00:00 AM,Weill Cornell Medical Center,4,34,4,12
3070,7/11/2016 12:00:00 AM,Weill Cornell Medical Center,12,42,6,12
3071,7/12/2016 12:00:00 AM,Weill Cornell Medical Center,10,67,11,28
3072,7/13/2016 12:00:00 AM,Weill Cornell Medical Center,31,44,14,27
3073,7/14/2016 12:00:00 AM,Weill Cornell Medical Center,21,49,19,65
3074,7/15/2016 12:00:00 AM,Weill Cornell Medical Center,23,115,19,53
3075,7/16/2016 12:00:00 AM,Weill Cornell Medical Center,35,90,14,38
3076,7/17/2016 12:00:00 AM,Weill Cornell Medical Center,3,101,12,44
3077,7/18/2016 12:00:00 AM,Weill Cornell Medical Center,2,90,16,47
3078,7/19/2016 12:00:00 AM,Weill Cornell Medical Center,8,36,10,23
3079,7/20/2016 12:00:00 AM,Weill Cornell Medical Center,9,44,11,24
3080,7/21/2016 12:00:00 AM,Weill Cornell Medical Center,4,122,20,40
3081,7/22/2016 12:00:00 AM,Weill Cornell Medical Center,46,140,23,77
3082,7/23/2016 12:00:00 AM,Weill Cornell Medical Center,13,51,14,60
3083,7/24/2016 12:00:00 AM,Weill Cornell Medical Center,26,64,13,58
3084,7/25/2016 12:00:00 AM,Weill Cornell Medical Center,22,100,20,62
3085,7/26/2016 12:00:00 AM,Weill Cornell Medical Center,2,44,11,27
3086,7/27/2016 12:00:00 AM,Weill Cornell Medical Center,3,74,13,32
3087,7/28/2016 12:00:00 AM,Weill Cornell Medical Center,1,101,23,61
3088,7/29/2016 12:00:00 AM,Weill Cornell Medical Center,6,108,15,52
3089,7/30/2016 12:00:00 AM,Weill Cornell Medical Center,29,80,19,61
3090,7/31/2016 12:00:00 AM,Weill Cornell Medical Center,41,38,12,56
3091,8/1/2016 12:00:00 AM,Weill Cornell Medical Center,11,38,10,43
3092,8/2/2016 12:00:00 AM,Weill Cornell Medical Center,45,27,9,41
3093,8/3/2016 12:00:00 AM,Weill Cornell Medical Center,1,38,10,39
3094,8/4/2016 12:00:00 AM,Weill Cornell Medical Center,33,44,13,32
3095,8/5/2016 12:00:00 AM,Weill Cornell Medical Center,1,61,16,30
3096,8/6/2016 12:00:00 AM,Weill Cornell Medical Center,13,47,12,34
3097,8/7/2016 12:00:00 AM,Weill Cornell Medical Center,12,37,7,19
3098,8/8/2016 12:00:00 AM,Weill Cornell Medical Center,0,49,10,35
3099,8/9/2016 12:00:00 AM,Weill Cornell Medical Center,13,90,15,39
3100,8/10/2016 12:00:00 AM,Weill Cornell Medical Center,31,36,16,35
3101,8/11/2016 12:00:00 AM,Weill Cornell Medical Center,2,84,19,45
3102,8/12/2016 12:00:00 AM,Weill Cornell Medical Center,37,71,13,38
3103,8/13/2016 12:00:00 AM,Weill Cornell Medical Center,0,87,18,51
3104,8/14/2016 12:00:00 AM,Weill Cornell Medical Center,33,49,8,31
3105,8/15/2016 12:00:00 AM,Weill Cornell Medical Center,3,64,10,32
3106,8/16/2016 12:00:00 AM,Weill Cornell Medical Center,12,47,17,42
3107,8/17/2016 12:00:00 AM,Weill Cornell Medical Center,16,38,7,13
3108,8/18/2016 12:00:00 AM,Weill Cornell Medical Center,29,54,12,36
3109,8/19/2016 12:00:00 AM,Weill Cornell Medical Center,22,74,15,39
3110,8/20/2016 12:00:00 AM,Weill Cornell Medical Center,44,51,15,37
3111,8/21/2016 12:00:00 AM,Weill Cornell Medical Center,3,44,10,22
3112,8/22/2016 12:00:00 AM,Weill Cornell Medical Center,22,31,6,12
3113,8/23/2016 12:00:00 AM,Weill Cornell Medical Center,28,61,10,22
3114,8/24/2016 12:00:00 AM,Weill Cornell Medical Center,8,100,17,41
3115,8/25/2016 12:00:00 AM,Weill Cornell Medical Center,9,61,20,43
3116,8/26/2016 12:00:00 AM,Weill Cornell Medical Center,23,44,16,42
3117,8/27/2016 12:00:00 AM,Weill Cornell Medical Center,38,44,12,29
3118,8/28/2016 12:00:00 AM,Weill Cornell Medical Center,23,51,11,28
3119,8/29/2016 12:00:00 AM,Weill Cornell Medical Center,4,46,11,23
3120,8/30/2016 12:00:00 AM,Weill Cornell Medical Center,53,54,10,27
3121,8/31/2016 12:00:00 AM,Weill Cornell Medical Center,28,77,18,44
3122,9/1/2016 12:00:00 AM,Weill Cornell Medical Center,23,39,15,53
3123,9/2/2016 12:00:00 AM,Weill Cornell Medical Center,3,30,6,19
3124,9/3/2016 12:00:00 AM,Weill Cornell Medical Center,7,31,9,27
3125,9/4/2016 12:00:00 AM,Weill Cornell Medical Center,38,34,7,19
3126,9/5/2016 12:00:00 AM,Weill Cornell Medical Center,49,33,7,18
3127,9/6/2016 12:00:00 AM,Weill Cornell Medical Center,34,31,7,37
3128,9/7/2016 12:00:00 AM,Weill Cornell Medical Center,2,39,9,26
3129,9/8/2016 12:00:00 AM,Weill Cornell Medical Center,43,97,23,56
3130,9/9/2016 12:00:00 AM,Weill Cornell Medical Center,1,64,14,52
3131,9/10/2016 12:00:00 AM,Weill Cornell Medical Center,47,67,20,62
3132,9/11/2016 12:00:00 AM,Weill Cornell Medical Center,2,35,10,28
3133,9/12/2016 12:00:00 AM,Weill Cornell Medical Center,15,37,7,18
3134,9/13/2016 12:00:00 AM,Weill Cornell Medical Center,55,44,15,24
3135,9/14/2016 12:00:00 AM,Weill Cornell Medical Center,3,87,16,39
3136,9/15/2016 12:00:00 AM,Weill Cornell Medical Center,13,34,4,15
3137,9/16/2016 12:00:00 AM,Weill Cornell Medical Center,3,38,9,29
3138,9/17/2016 12:00:00 AM,Weill Cornell Medical Center,54,34,10,19
3139,9/18/2016 12:00:00 AM,Weill Cornell Medical Center,14,31,12,34
3140,9/19/2016 12:00:00 AM,Weill Cornell Medical Center,35,25,11,28
3141,9/20/2016 12:00:00 AM,Weill Cornell Medical Center,3,34,12,32
3142,9/21/2016 12:00:00 AM,Weill Cornell Medical Center,18,46,13,35
3143,9/22/2016 12:00:00 AM,Weill Cornell Medical Center,36,54,12,31
3144,9/23/2016 12:00:00 AM,Weill Cornell Medical Center,15,93,21,49
3145,9/24/2016 12:00:00 AM,Weill Cornell Medical Center,35,31,6,15
3146,9/25/2016 12:00:00 AM,Weill Cornell Medical Center,0,33,5,18
3147,9/26/2016 12:00:00 AM,Weill Cornell Medical Center,9,44,10,21
3148,9/27/2016 12:00:00 AM,Weill Cornell Medical Center,12,39,11,31
3149,9/28/2016 12:00:00 AM,Weill Cornell Medical Center,14,30,13,34
3150,9/29/2016 12:00:00 AM,Weill Cornell Medical Center,5,29,11,22
3151,9/30/2016 12:00:00 AM,Weill Cornell Medical Center,17,23,8,22
3152,10/1/2016 12:00:00 AM,Weill Cornell Medical Center,12,22,3,13
3153,10/2/2016 12:00:00 AM,Weill Cornell Medical Center,36,17,7,27
3154,10/3/2016 12:00:00 AM,Weill Cornell Medical Center,18,29,16,52
3155,10/4/2016 12:00:00 AM,Weill Cornell Medical Center,43,28,10,30
3156,10/5/2016 12:00:00 AM,Weill Cornell Medical Center,45,31,12,27
3157,10/6/2016 12:00:00 AM,Weill Cornell Medical Center,39,41,21,41
3158,10/7/2016 12:00:00 AM,Weill Cornell Medical Center,15,48,23,47
3159,10/8/2016 12:00:00 AM,Weill Cornell Medical Center,5,26,12,36
3160,10/9/2016 12:00:00 AM,Weill Cornell Medical Center,22,21,6,16
3161,10/10/2016 12:00:00 AM,Weill Cornell Medical Center,28,31,5,19
3162,10/11/2016 12:00:00 AM,Weill Cornell Medical Center,25,27,9,25
3163,10/12/2016 12:00:00 AM,Weill Cornell Medical Center,55,32,12,35
3164,10/13/2016 12:00:00 AM,Weill Cornell Medical Center,16,23,16,38
3165,10/14/2016 12:00:00 AM,Weill Cornell Medical Center,53,28,7,21
3166,10/15/2016 12:00:00 AM,Weill Cornell Medical Center,33,39,8,22
